PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2026-03-14,15:03:17.80,1,1,"Plata, Garret",813805,Left,PAC_TIG,"Jeremiah, Jace",1000193813,Right,SAC_HOR,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.97589,-1.963235,3.282562,1953.356269,137.804432,10:30,5.73401,-1.96427,5.44968,-18.95635,17.55595,-14.69347,2.31258,-0.11219,80.12933,-5.552261,0.671706,0.434902,,,,,,,,,,,,8.41185,9.83721,1.68455,50,5.54782,-6.71405,-128.70637,-5.01985,13.90724,30.29706,-15.91027,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,9b9f8c20-1ff1-11f1-80a4-39c86513fbea,86.6689,,,8.84656,,,,,,,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:03:17.80,2026-03-14T15:03:17.8070016-07:00,2026-03-14T22:03:17.8070016Z,,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,f8234411-52cb-4965-8046-3469848d0c56,55.04681,-129.88894,15.14853,5.73164,-4.39883,-7.95514,1.95721,-7.25688,6.95362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,139.620562,6.846885,1939.425491,0.992868,10:45,-0.097643,0.638765,-0.763181,13.698085,32.883878,-40.009657,179.590365,11.513048,0.007006,0.199591,-0.979854,11.513334,0.401392,0.199591,0.007006,0.979854,-11.513334,-0.401392,-0.199591,-0.007006,0.979854,-179.590365,-11.513048,-0.007006,-0.199591,-0.979854,,,
2,2026-03-14,15:03:33.34,1,2,"Plata, Garret",813805,Left,PAC_TIG,"Jeremiah, Jace",1000193813,Right,SAC_HOR,Undefined,1,Top,0,0,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Out,1,0,,89.25148,-1.462326,2.745648,2063.381797,141.288032,10:45,5.66443,-1.78247,5.45287,-17.91958,18.76013,-13.84591,2.80029,-0.36398,79.38273,-4.898893,0.283908,0.435898,96.27246,18.50044,21.701424,3525.247593,98.9157,30.53737,48.12058,286.06251,276.03571,32.149979,3.119203,7.94437,10.37024,1.54995,50,5.52369,-5.55614,-129.02941,-3.8412,13.0262,33.69691,-15.17022,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,a4e5f7b0-1ff1-11f1-80a4-39c86513fbea,86.47085,34.33506,,9.86875,,,,0.46871,2.72149,0.33956,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:03:33.34,2026-03-14T15:03:33.3497856-07:00,2026-03-14T22:03:33.3497856Z,LineDrive,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,a281de45-52f4-4296-9f45-463c1e885c0f,55.04234,-130.3396,16.84846,5.66158,-3.25136,-7.58511,1.77583,-6.06262,6.5131,237.200993,0.46878,124.40867,-25.91605,5.97622,-1.22526,0.183,-0.01419,-0.00096,0.00025,2.72142,44.80718,-16.91988,0.70823,0.01904,0.00533,-0.01068,0.00375,-0.00041,0.33955,49.51355,2.91038,-2.45048,0.88352,-0.23526,0.0473,-0.00614,0.00038,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,137.512339,15.456701,1988.753679,0.963832,10:30,-0.248665,0.643989,-0.723494,13.241204,34.852212,-40.160902,175.191237,-6.18884,0.083342,-0.107806,-0.990673,6.210531,-4.780672,0.107806,-0.083342,0.990673,-6.210531,4.780672,-0.107806,0.083342,0.990673,-175.191237,6.18884,-0.083342,0.107806,-0.990673,,,
3,2026-03-14,15:04:02.23,2,1,"Plata, Garret",813805,Left,PAC_TIG,"Poturnak, Jakob",1000372924,Right,SAC_HOR,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.3985,-1.491128,1.576104,2058.62593,134.552242,10:30,5.69602,-1.81915,5.27614,-20.54379,15.90048,-14.75784,2.58267,-1.56826,80.27979,-5.357155,-1.042571,0.434496,,,,,,,,,,,,7.84548,8.8202,1.68632,50,5.54535,-2.86678,-129.40609,-4.06228,13.06248,31.56917,-17.48869,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,b61bf160-1ff1-11f1-80a4-39c86513fbea,86.74976,,,9.11871,,,,,,,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:04:02.23,2026-03-14T15:04:02.2346240-07:00,2026-03-14T22:04:02.2346240Z,,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,61e8d8f4-cbb5-4c8b-b27a-ec3d64e2791f,55.21911,-130.67311,15.78459,5.69431,-3.36038,-8.74435,1.8119,-3.39104,6.53124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,140.310335,9.171215,2032.309412,0.987216,10:45,-0.154776,0.626104,-0.764224,20.269214,28.618263,-31.681284,177.798872,-6.587306,0.038154,-0.114717,-0.992665,6.592128,-2.18659,0.114717,-0.038154,0.992665,-6.592128,2.18659,-0.114717,0.038154,0.992665,-177.798872,6.587306,-0.038154,0.114717,-0.992665,,,
4,2026-03-14,15:04:16.88,2,2,"Plata, Garret",813805,Left,PAC_TIG,"Poturnak, Jakob",1000372924,Right,SAC_HOR,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.60417,1.148957,2.245277,1067.828939,189.320511,12:15,5.62647,-1.87577,5.44394,-34.24659,8.05335,1.07327,3.84934,0.31702,74.45496,-5.195759,2.436024,0.468103,,,,,,,,,,,,0.18476,4.13236,1.6765,50,5.70491,-4.73512,-119.61331,1.23846,0.26367,26.28459,-26.27654,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,beda8f50-1ff1-11f1-80a4-39c86513fbea,80.52169,,,8.1492,,,,,,,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:04:16.88,2026-03-14T15:04:16.8836608-07:00,2026-03-14T22:04:16.8836608Z,,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,1d5c91e8-4da7-4eb5-813d-17eed5d80d3f,55.05177,-120.71831,13.14229,5.62963,2.34312,-13.13827,1.87579,-4.74621,0.13184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,97.440667,-49.87419,688.181721,0.644468,9:15,0.779964,0.623581,-0.052942,-54.436501,49.651621,-43.919399,148.118495,7.120237,0.524091,0.123952,-0.842594,8.368622,31.607081,0.123952,0.524091,0.842594,-8.368622,-31.607081,-0.123952,-0.524091,0.842594,-148.118495,-7.120237,-0.524091,-0.123952,-0.842594,,,
5,2026-03-14,15:04:32.41,2,3,"Plata, Garret",813805,Left,PAC_TIG,"Poturnak, Jakob",1000372924,Right,SAC_HOR,Undefined,1,Top,1,2,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,89.46218,-1.068914,3.925195,2085.706425,151.597497,11:00,5.66406,-1.807,5.40593,-17.39332,18.83072,-9.46056,3.2106,1.08819,80.4151,-4.382047,2.248743,0.433181,87.70634,39.558297,-17.620678,3735.469624,104.09599,82.49057,-35.55309,317.70127,315.22996,-20.197986,5.365633,6.03973,10.19682,1.46393,50,5.55716,-8.44948,-129.35956,-2.96113,10.07587,30.88018,-15.16303,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,c81ba3b0-1ff1-11f1-80a4-39c86513fbea,87.01308,101.61578,,9.04709,,,,1.79733,3.35306,-1.11063,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:04:32.41,2026-03-14T15:04:32.4161536-07:00,2026-03-14T22:04:32.4161536Z,FlyBall,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,d2360ce9-fdb2-4bb6-b5e5-65d78556f614,55.09134,-130.56929,15.44009,5.66153,-2.36712,-7.58152,1.80267,-8.8442,5.03793,174.535168,1.80185,94.42545,-20.68867,5.23804,-0.75559,-0.00088,0.0222,-0.00344,0.00017,3.34795,82.0163,-19.21564,1.04769,-0.10174,0.00078,0.00665,-0.00156,0.0001,-1.11171,-29.9985,5.12015,-1.25644,0.16512,0.00644,-0.00659,0.00096,-5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,140.605876,0.975237,2085.404299,0.999855,10:45,0.024106,0.634131,-0.772849,18.585383,35.431988,-33.599309,169.386798,14.566874,0.178257,0.25151,-0.951298,14.809354,10.268274,0.25151,0.178257,0.951298,-14.809354,-10.268274,-0.25151,-0.178257,0.951298,-169.386798,-14.566874,-0.178257,-0.25151,-0.951298,,,
6,2026-03-14,15:05:02.52,3,1,"Plata, Garret",813805,Left,PAC_TIG,"Pimentel-Guerrero, Luis",1000372935,Right,SAC_HOR,Undefined,1,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.10111,-1.697082,3.060257,2212.842606,150.41686,11:00,5.71955,-1.95655,5.45642,-15.24135,21.55548,-11.39312,2.85808,-0.03857,79.27567,-4.657864,1.03606,0.436593,,,,,,,,,,,,6.75855,11.81284,1.69441,50,5.55988,-6.35349,-128.74162,-4.23208,11.0516,33.12717,-12.85763,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,da1ba420-1ff1-11f1-80a4-39c86513fbea,86.33315,,,9.82545,,,,,,,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:05:02.52,2026-03-14T15:05:02.5293312-07:00,2026-03-14T22:05:02.5293312Z,,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,18f3b6f4-679b-4ad9-9a69-77e4d47da099,55.03692,-130.03124,16.56358,5.71489,-3.73154,-6.42881,1.95012,-6.78372,5.5258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,138.394965,1.156217,2212.39206,0.999796,10:30,0.000138,0.662968,-0.748648,23.259006,31.678583,-33.119517,175.023605,10.582173,0.08527,0.183646,-0.979287,10.621304,4.891551,0.183646,0.08527,0.979287,-10.621304,-4.891551,-0.183646,-0.08527,0.979287,-175.023605,-10.582173,-0.08527,-0.183646,-0.979287,,,
7,2026-03-14,15:05:16.50,3,2,"Plata, Garret",813805,Left,PAC_TIG,"Pimentel-Guerrero, Luis",1000372935,Right,SAC_HOR,Undefined,1,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,89.24749,-2.550245,2.835261,2004.554761,157.176047,11:15,5.63247,-1.8282,5.45042,-17.11001,19.34844,-7.55485,1.8146,0.19876,80.08421,-5.814738,1.492617,0.434581,79.82029,22.181919,1.76773,2626.105264,109.75158,34.0883,7.38406,251.9807,251.9807,6.80337,3.29409,4.75209,10.98749,1.58316,50,5.39586,-6.04904,-129.03067,-6.27266,7.85671,31.68413,-14.00831,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,e261b6b0-1ff1-11f1-80a4-39c86513fbea,86.73288,36.28433,,9.16328,,,,1.28697,1.88267,-0.21476,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:05:16.50,2026-03-14T15:05:16.5001216-07:00,2026-03-14T22:05:16.5001216Z,LineDrive,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,8ea8b3ba-eee2-433a-a638-6422f13998dd,55.04564,-130.26376,15.84206,5.62937,-5.72748,-7.00416,1.82453,-6.35481,3.92835,205.297603,1.28714,108.34706,-17.78777,3.86709,-0.66915,0.08596,-0.00531,-0.00067,0.00013,1.88231,44.21416,-14.92748,0.65418,-0.25287,0.14219,-0.05329,0.01112,-0.00094,-0.21487,3.34845,3.44946,-0.87924,0.15737,-0.01115,-0.00366,0.00121,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,140.717464,8.493994,1982.567506,0.989031,10:45,-0.137341,0.619008,-0.773283,15.55067,40.937785,-30.793242,169.481822,12.236808,0.1784,0.211953,-0.960859,12.439478,10.276577,0.211953,0.1784,0.960859,-12.439478,-10.276577,-0.211953,-0.1784,0.960859,-169.481822,-12.236808,-0.1784,-0.211953,-0.960859,,,
8,2026-03-14,15:05:50.49,4,1,"Plata, Garret",813805,Left,PAC_TIG,"Dessens, Erick",10148121,Left,SAC_HOR,Undefined,1,Top,2,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.45222,-1.95637,2.817705,1966.170378,133.301826,10:30,5.70685,-1.88811,5.38506,-19.18899,17.44674,-16.93036,2.27105,-0.6557,79.60222,-5.609271,-0.18944,0.435636,70.00046,-28.693958,83.204909,,,,,4.20425,2.83551,44.389596,0.031274,9.57843,9.89268,1.64871,50,5.51898,-5.5981,-129.29372,-5.03638,15.75635,34.04422,-15.90073,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,f6a0aaa0-1ff1-11f1-80a4-39c86513fbea,86.52278,1.54506,,9.85001,,,,2.67036,1.54506,0.13802,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:05:50.49,2026-03-14T15:05:50.4993280-07:00,2026-03-14T22:05:50.4993280Z,GroundBall,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,38859cc4-c872-4b27-9bc8-b3a2b00968f4,55.11196,-130.63281,17.02211,5.70478,-4.41095,-7.95036,1.8811,-6.21786,7.87817,,2.67025,10.67959,,,,,,,,1.54562,-49.40411,,,,,,,,0.13701,89.62701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,136.365237,10.069955,1935.881533,0.984595,10:30,-0.162673,0.673063,-0.721473,13.673216,38.741514,-38.678582,178.599649,11.42012,0.023954,0.198002,-0.979909,11.423442,1.372621,0.198002,0.023954,0.979909,-11.423442,-1.372621,-0.198002,-0.023954,0.979909,-178.599649,-11.42012,-0.023954,-0.198002,-0.979909,,,
9,2026-03-14,15:06:12.22,4,2,"Plata, Garret",813805,Left,PAC_TIG,"Dessens, Erick",10148121,Left,SAC_HOR,Undefined,1,Top,2,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.18961,2.818914,-0.140685,2289.465629,315.202404,4:30,5.72214,-1.86522,4.97578,-51.89471,-4.86705,6.55406,4.06215,-1.45193,71.16211,-6.620511,1.015817,0.493569,,,,,,,,,,,,-3.26614,-2.79748,1.87319,50,5.95226,-0.00022,-114.55663,3.72737,-4.25848,24.88109,-35.82148,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,039b92b0-1ff2-11f1-80a4-39c86513fbea,76.36709,,,8.0275,,,,,,,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:06:12.22,2026-03-14T15:06:12.2291200-07:00,2026-03-14T22:06:12.2291200Z,,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,aefdfcd5-da30-47e1-88f7-db2e528da190,55.52172,-115.74971,12.44055,5.73235,5.44504,-17.91074,1.8683,0.20398,-2.12924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,324.56209,-69.931134,785.628646,0.343149,4:45,0.929043,-0.244918,0.277299,4.266457,32.03945,-14.994083,175.463617,41.845365,0.05892,0.667123,-0.742614,41.934721,3.377796,0.667123,0.05892,0.742614,-41.934721,-3.377796,-0.667123,-0.05892,0.742614,-175.463617,-41.845365,-0.05892,-0.667123,-0.742614,,,
10,2026-03-14,15:06:32.88,4,3,"Plata, Garret",813805,Left,PAC_TIG,"Dessens, Erick",10148121,Left,SAC_HOR,Undefined,1,Top,2,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,1,0,,78.92313,0.596014,1.996413,2273.510382,288.590163,3:30,5.63318,-1.99623,4.71902,-48.6494,-1.50807,9.03894,2.14502,0.6523,72.24483,-8.157276,3.583767,0.494165,,,,,,,,,,,,-3.84973,-0.46736,1.78593,50,5.65001,-4.37241,-114.36404,-0.62961,-5.07073,22.16633,-32.78964,PAC_TIG,SAC_HOR,KleinFamilyField,D1,WCC,20260314-KleinFamilyField-1,0fe998f0-1ff2-11f1-80a4-39c86513fbea,76.27495,,,6.6783,,,,,,,325b0b5e-79c2-4d1c-a195-7f00d5d48771,2026-03-14,22:06:32.88,2026-03-14T15:06:32.8893440-07:00,2026-03-14T22:06:32.8893440Z,,v3,471406,471257,abf30c10425b4bcc83964ed6d171bafe,"Sloan, Andrew",824191,Right,PAC_TIG,40c9d2ad-5cd1-47f9-82b0-4c4775fc59ba,55.78066,-115.47903,11.08317,5.6402,1.01974,-16.39482,1.99945,-4.11735,-2.53536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,325.829945,-64.079919,993.790141,0.437117,4:45,0.883659,-0.25485,0.392682,-32.408091,12.140505,-42.908273,175.678324,46.028102,0.05232,0.71968,-0.692331,46.109615,2.999088,0.71968,0.05232,0.692331,-46.109615,-2.999088,-0.71968,-0.05232,0.692331,-175.678324,-46.028102,-0.05232,-0.71968,-0.692331,,,
